datetime	t	rh	u	vw_dir	p
20121228T190000	-24.02	88.95	4.66	275.35	0
20121228T200000	-23.14	90	5.25	266.8	0
20121228T210000	-22.64	90.25	5.77	269	0
20121228T220000	-23.34	89.75	6.31	283.35	0
20121228T230000	-23.72	89.3	5.74	289.2	0
20121229T000000	-24.54	88.35	3.2	277	0
20121229T010000	-25.39	87.45	4.79	290.85	0
20121229T020000	-25.45	87.4	3.48	270.8	0
20121229T030000	-26.02	86.85	3.31	259.85	0
20121229T040000	-25.98	86.85	3.26	269	0
20121229T050000	-26.3	86.5	3.17	270.75	0
20121229T060000	-26.66	86.2	2.19	258.25	0
20121229T070000	-26.67	86.15	1.93	254.95	0
20121229T080000	-26.88	86.05	1.65	259.6	0
20121229T090000	-26.3	86.5	1.54	254.7	0
20121229T100000	-25.08	87.8	1.86	227.25	0
20121229T110000	-24.41	88.4	1.68	205.95	0
20121229T120000	-24.27	88.5	1.15	182.55	0
20121229T130000	-23.41	89.35	1.07	105.65	0
20121229T140000	-23.46	89.3	1.15	124	0
20121229T150000	-23.38	89.35	1.46	103.45	0
20121229T160000	-22.9	89.95	1.59	110.6	0
20121229T170000	-21.96	91	1.31	124.1	0
20121229T180000	-20.93	92.1	1.78	168.45	0
20121229T190000	-20.86	92.15	2.34	166.15	0
20121229T200000	-20.97	92.05	2.73	150.85	0
20121229T210000	-21	92.05	2.32	155.15	0
20121229T220000	-20.8	92.3	2.08	114.85	0
20121229T230000	-21.14	92	2.33	87.5	0
20121230T000000	-20.95	92.05	1.86	106.55	0
20121230T010000	-20.71	92.35	1.32	96.6	0
20121230T020000	-20.78	92.35	3.21	90.8	0
20121230T030000	-21.44	91.75	1.11	106.6	0
20121230T040000	-22.04	91.2	0.72	83.47	0
20121230T050000	-21.88	91.05	1.24	78	0
20121230T060000	-21.3	91.75	1.23	20.33	0
20121230T070000	-21.2	91.75	2.29	26.79	0
20121230T080000	-21.1	91.95	1.14	187.22	0
20121230T090000	-21.18	91.9	1.66	20.64	0
20121230T100000	-21.11	92	1.31	38.05	0
20121230T110000	-20.86	92.25	1.33	25.76	0
20121230T120000	-21.12	92.15	1.97	61.15	0
20121230T130000	-22.45	91	0.57	121.2	0
20121230T140000	-23.36	89.9	1.21	60.3	0
20121230T150000	-24.81	88.35	0.79	232.4	0
20121230T160000	-24.79	88.35	0.68	171.45	0
20121230T170000	-24.27	88.95	1.35	236.35	0
20121230T180000	-23.98	89	0.76	159.25	0
20121230T190000	-24.66	88.3	0.82	57.38	0
20121230T200000	-24.87	87.95	0.44	56.07	0
20121230T210000	-23.89	88.8	0.73	121.65	0
20121230T220000	-22.48	90.4	1.33	127.55	0
20121230T230000	-22.34	90.5	0.86	93.7	0.13
20121231T000000	-21.87	91.15	1.46	65.26	0
20121231T010000	-23.09	89.8	1.47	80.15	0
20121231T020000	-22.49	90.45	1.38	126.8	0
20121231T030000	-22.01	91	2.18	91.1	0
20121231T040000	-22.02	91	2.17	100.1	0
20121231T050000	-21.13	91.9	2.34	115.7	0.18
20121231T060000	-20.6	92.45	3.21	103.1	0
20121231T070000	-20.21	92.85	2.46	104.65	0
20121231T080000	-19.71	93.35	2.35	95.7	0
20121231T090000	-19.56	93.55	2.69	90	0
20121231T100000	-19.49	93.6	2.62	76.5	0
20121231T110000	-19.33	93.8	2.55	87.15	0
20121231T120000	-19.13	94.05	1.36	96	0
20121231T130000	-18.98	94.15	1.12	333.45	0
20121231T140000	-18.93	94.25	2.67	349.75	0
20121231T150000	-18.96	94.3	2.55	346	0
20121231T160000	-18.49	94.75	3.11	342.95	0
20121231T170000	-17.87	95	2.92	351.55	0
20121231T180000	-17.45	95	4.31	335.2	0
20121231T190000	-17.75	95	5.05	330.65	0
20121231T200000	-17.91	95	5.12	330.55	0
20121231T210000	-17.91	95	4.87	333.9	0
20121231T220000	-17.89	95	4.3	345.9	0
20121231T230000	-18.23	94.95	3.77	179.65	0
20130101T000000	-18.67	94.7	3.13	2.02	0
20130101T010000	-19.03	94.35	3.32	354.5	0
20130101T020000	-19.38	93.95	2.88	185.66	0
20130101T030000	-19.55	93.8	2.98	14.77	0
20130101T040000	-19.69	93.75	2.71	24.88	0
20130101T050000	-20.75	92.75	2.66	20.25	0
20130101T060000	-22.55	90.85	1.88	11.16	0.29
20130101T070000	-23.06	90.35	2.05	28.16	0
20130101T080000	-23.66	89.6	2.01	19.05	0
20130101T090000	-24.46	88.85	1.69	186.53	0
20130101T100000	-26.42	86.25	1.2	303.95	0
20130101T110000	-26.79	86	0.92	336.7	0
20130101T120000	-27.09	85.85	0.88	171.88	0
20130101T130000	-27.91	84.6	0.15	48.55	0
20130101T140000	-27.3	85.35	0.49	110.23	0
20130101T150000	-27.47	85.1	1.17	95.35	0
20130101T160000	-26.95	85.7	1.2	117.3	0
20130101T170000	-26.39	86.3	1.8	100	0
20130101T180000	-27.82	84.75	1.16	98.7	0
20130101T190000	-26.29	86.3	1.33	98.75	0
20130101T200000	-25.37	87.5	1.86	103.8	0
20130101T210000	-22.84	90.25	2.32	109.1	0
20130101T220000	-22.57	90.5	2.61	114.9	0
20130101T230000	-22.07	91.05	2.42	104	0
20130102T000000	-21.11	92.1	2.83	104.15	0
20130102T010000	-20.41	92.9	3.02	110.25	0
20130102T020000	-20.19	93	3.81	106.8	0
20130102T030000	-19.73	93.6	3.62	111.6	0
20130102T040000	-19.08	94.15	3.33	106	0
20130102T050000	-18.38	94.85	3.65	108.25	0
20130102T060000	-17.99	95	4.17	105.8	0
20130102T070000	-17.69	95	4.24	113.95	0.48
20130102T080000	-17.62	95	3.9	108.55	0
20130102T090000	-17.5	95	3.12	107.55	0.26
20130102T100000	-17.31	95	2.19	98	0
20130102T110000	-17.23	95	0.7	75.45	0.21
20130102T120000	-17.39	95	2.27	182.72	0
20130102T130000	-18.01	95	3.33	338.3	0
20130102T140000	-19.16	94.35	3.21	309.85	0
20130102T150000	-18.92	94.4	4.87	303.4	0
20130102T160000	-17.26	95	6.15	323.9	0
20130102T170000	-18.19	94.8	5.08	314.3	0
20130102T180000	-19.03	94.5	4.88	306.7	0
20130102T190000	-18.01	95	4.8	310.05	0
20130102T200000	-17.41	95	4.84	317.25	0
20130102T210000	-17.59	95	3.88	322.3	0
20130102T220000	-17.77	95	2.55	274.75	0
20130102T230000	-17.65	95	2.16	279.35	0
20130103T000000	-17.93	95	1.6	272.85	0
20130103T010000	-17.29	95	0.48	170.45	0
20130103T020000	-16.94	95	0.73	118.25	0
20130103T030000	-17.19	95	0.74	134.3	0
20130103T040000	-17.59	95	2.22	210.55	0
20130103T050000	-17.58	95	0.88	158.25	0
20130103T060000	-18.12	95	1.42	163.7	0
20130103T070000	-18.23	95	1.79	160.1	0
20130103T080000	-17.41	95	2.6	166.3	0
20130103T090000	-16.58	95	3.12	161.05	0.23
20130103T100000	-16.48	95	3.24	138.1	0
20130103T110000	-17.16	95	2.38	120.1	0
20130103T120000	-18.43	95	2.37	120.35	0
20130103T130000	-18.33	94.9	2.18	118.05	0
20130103T140000	-17.26	95	2.84	120.6	0
20130103T150000	-16.08	95	2.98	130.75	0
20130103T160000	-17.34	95	1.33	134.1	0
20130103T170000	-18.12	95	1.19	113.55	0
20130103T180000	-18.74	94.95	1.48	102.75	0
20130103T190000	-19.09	94.5	1.02	102.4	0
20130103T200000	-19.13	94.5	1.09	120	0
20130103T210000	-19.26	94.3	1.01	83.55	0
20130103T220000	-19.55	94.3	0.96	189.83	0
20130103T230000	-21.22	92.55	0.32	286.3	0
20130104T000000	-21.9	91.3	1.12	159.81	0
20130104T010000	-21.65	91.8	1.2	320	0
20130104T020000	-22.14	91.5	1.22	312.5	0
20130104T030000	-23.37	90.1	1.29	276.75	0
20130104T040000	-23.22	89.95	0.89	276.2	0
20130104T050000	-21.93	91	1.16	305.8	0
20130104T060000	-19.38	93.5	0.91	321.85	0
20130104T070000	-18.02	94.8	0.99	41.34	0
20130104T080000	-17.48	95	1.01	53.88	0
20130104T090000	-18.94	94.65	0.39	113.6	0
20130104T100000	-18.63	94.6	0.62	115.15	0
20130104T110000	-17.6	95	0.84	98.5	0
20130104T120000	-17.17	95	0.47	104.55	0
20130104T130000	-16.67	95	0.27	223.85	0
20130104T140000	-16.27	95	0.57	197.96	0
20130104T150000	-16.88	95	2.37	15.88	0
20130104T160000	-17.49	95	2.12	8.67	0
20130104T170000	-20.04	93.45	2.37	24.82	0
20130104T180000	-21.81	91.7	1.45	176.29	0
20130104T190000	-23.6	90	1.75	324.25	0
20130104T200000	-25.54	87.6	2.67	307.05	0
20130104T210000	-25.7	87.4	1.49	318.6	0
20130104T220000	-26.19	86.9	1.43	310.25	0
20130104T230000	-26.66	86.55	1.11	284.85	0
20130105T000000	-27.83	85.15	1.46	280.45	0.19
20130105T010000	-27.93	84.8	1.18	305.35	0
20130105T020000	-27.96	84.7	1.36	328	0
20130105T030000	-28.9	83.75	1.15	341.35	0
20130105T040000	-29.63	82.9	1.12	289.4	0
20130105T050000	-29.8	82.45	1.32	293.1	0
20130105T060000	-28.65	83.9	1.1	146.22	0
20130105T070000	-29.12	83.35	1.11	164.17	0
20130105T080000	-29.83	82.7	0.81	148.39	0
20130105T090000	-30.44	81.9	1.35	272.35	0
20130105T100000	-30.22	82.05	0.9	304.25	0
20130105T110000	-30.59	81.5	1.08	298.7	0
20130105T120000	-29.73	82.25	1.11	276.15	0
20130105T130000	-28.38	83.75	0.64	279.95	0
20130105T140000	-27.05	85.1	0.51	309.05	0
20130105T150000	-25.73	86.8	0.32	281.55	0
20130105T160000	-25.18	87.5	0.38	348.7	0
20130105T170000	-24.72	88.05	0.43	185.55	0
20130105T180000	-24.74	88.1	0.77	13.85	0
20130105T190000	-24.45	88.3	0.46	26.94	0
20130105T200000	-24.07	88.8	0.61	5.41	0
20130105T210000	-24.02	88.9	1.06	21.82	0
20130105T220000	-24.03	88.9	1.2	17.07	0
20130105T230000	-24.48	88.45	1.04	11.48	0
20130106T000000	-24.87	88	1.02	180.03	0
20130106T010000	-25.19	87.65	1.3	5.68	0
20130106T020000	-25.63	87.25	1.22	13.5	0
20130106T030000	-27.05	85.8	0.75	354	0
20130106T040000	-28.3	84.3	0.85	295.85	0
20130106T050000	-28.87	83.55	0.88	345.6	0
20130106T060000	-28.55	83.75	0.75	319.15	0
20130106T070000	-27.99	84.3	0.61	314.55	0
20130106T080000	-26.72	85.7	0.86	341.3	0
20130106T090000	-25.72	86.9	0.96	184.06	0
20130106T100000	-24.91	87.85	1.17	41.5	0
20130106T110000	-25.35	87.65	1.07	20.82	0
20130106T120000	-26.68	86.1	1.12	32.3	0
20130106T130000	-27.45	85.15	1.2	177.51	0
20130106T140000	-27.85	84.75	1.06	178.03	0
20130106T150000	-29.3	83.15	1.06	182.31	0.21
20130106T160000	-30.52	81.65	0.84	345.15	0
20130106T170000	-30.76	81.3	0.96	352.9	0
20130106T180000	-31.63	80.25	0.8	299.7	0
20130106T190000	-31.91	79.9	0.74	292.85	0
20130106T200000	-32.27	79.5	0.62	319.3	0
20130106T210000	-32.75	78.9	0.63	295.2	0
20130106T220000	-33.22	78.35	0.41	295.45	0
20130106T230000	-33.04	78.45	0.35	274.6	0
20130107T000000	-33.45	78.05	0.32	270.7	0
20130107T010000	-34.22	77.2	0.27	270.1	0
20130107T020000	-34.19	77.1	0	0	0
20130107T030000	-34.31	76.9	0	0	0
20130107T040000	-34.45	76.75	0	175.35	0
20130107T050000	-35.39	75.75	0	177	0
20130107T060000	-35.49	75.4	0	161.9	0
20130107T070000	-34.97	76.3	0	0	0
20130107T080000	-35.17	75.75	0	0	0
20130107T090000	-34.02	77.2	0	0	0
20130107T100000	-34.84	76.45	0	178.35	0
20130107T110000	-35.45	75.45	0	0	0
20130107T120000	-35.17	75.8	0	163.1	0
20130107T130000	-34.77	76.25	0	175.3	0
20130107T140000	-35.22	75.8	0	172.3	0
20130107T150000	-33.91	77.15	0	176.2	0
20130107T160000	-34.08	77.3	0	0	0
20130107T170000	-33.42	77.8	0	175.4	0
20130107T180000	-33.23	78.25	0	0	0
20130107T190000	-33.16	78.2	0	0	0
20130107T200000	-32.59	78.95	0	180	0
20130107T210000	-33.16	78.05	0	179.5	0
20130107T220000	-31.83	79.7	0	14.01	0
20130107T230000	-32.31	79.55	0	0	0
20130108T000000	-33.64	77.7	0	0	0
20130108T010000	-32.53	78.85	0	0	0
20130108T020000	-30.12	81.45	0.01	257.25	0
20130108T030000	-25.77	86.7	0.01	284.55	0
20130108T040000	-24.62	88.1	0.01	290.5	0
20130108T050000	-23.38	89.35	0	262.1	0
20130108T060000	-22.61	90.35	0.01	272.1	0
20130108T070000	-22.81	90.1	0.03	268.8	0
20130108T080000	-23.2	89.7	0.02	281.45	0
20130108T090000	-23.67	89.2	0.04	276.7	0
20130108T100000	-23.32	89.6	0.38	278.45	0
20130108T110000	-23.2	89.7	0.59	279.95	0
20130108T120000	-23.16	89.75	0.9	288.25	0
20130108T130000	-23.05	89.9	1.16	284.15	0
20130108T140000	-22.84	90.1	1.58	277.85	0
20130108T150000	-22.84	90.15	1.94	271.4	0
20130108T160000	-22.82	90.1	4.37	281.8	0
20130108T170000	-22.9	90.1	5.42	279	0
20130108T180000	-22.73	90.3	5.07	274.4	0
20130108T190000	-21.96	91.15	6.58	277.7	0
20130108T200000	-21.33	91.8	6.42	278.45	0
20130108T210000	-21.02	92.1	6.8	274.95	0
20130108T220000	-20.77	92.3	6.16	270.7	0
20130108T230000	-20.3	92.9	6.49	275.55	0
20130109T000000	-20.12	93.05	6.77	280.9	0
20130109T010000	-19.98	93.2	6.99	285.25	0
20130109T020000	-20.52	92.7	6.02	280.45	0
20130109T030000	-19.69	93.5	7.12	285.1	0
20130109T040000	-19.18	94.15	7.26	284.55	0
20130109T050000	-18.77	94.45	7.54	287.2	0
20130109T060000	-18.48	94.85	7.55	287.9	0
20130109T070000	-18.34	94.9	7.6	288.05	0
20130109T080000	-18.29	95	8.38	297.65	0
20130109T090000	-18.71	94.65	9.59	299.5	0
20130109T100000	-18.84	94.45	10.12	302.5	0
20130109T110000	-19.08	94.3	9.97	301.85	0.51
20130109T120000	-19.27	94.15	7.48	296.1	0
20130109T130000	-18.87	94.5	7.73	302.4	0
20130109T140000	-18.95	94.35	9.29	302	0
20130109T150000	-18.98	94.35	9.56	295.9	0
20130109T160000	-18.89	94.55	10.02	294.05	0
20130109T170000	-19.26	94.05	11.07	291.3	0
20130109T180000	-19.58	93.75	10.59	282.55	0
20130109T190000	-19.3	94.15	9.28	287.25	0
20130109T200000	-19.2	94.1	7.35	287.8	0
20130109T210000	-19.71	93.65	9.02	284.35	0
20130109T220000	-20.31	93.05	8.23	275.85	0
20130109T230000	-20.93	92.5	6.12	275.05	0
20130110T000000	-20.81	92.55	8.56	289.8	0
20130110T010000	-20.02	93.4	6.26	281.55	0
20130110T020000	-21.15	92.2	4.4	265.95	0
20130110T030000	-21.12	92.45	2.66	182.55	0
20130110T040000	-20.83	92.65	2.63	231.65	0
20130110T050000	-22.31	91.05	3.16	273.55	0
20130110T060000	-22.61	90.95	2.44	243.4	0
20130110T070000	-23.18	89.95	3.2	251.15	0
20130110T080000	-23.42	90.1	2.67	241.35	0
20130110T090000	-22.66	90.75	4.64	276.95	0
20130110T100000	-23.62	89.55	4.03	286.3	0
20130110T110000	-24.01	89.35	4.3	282.2	0
20130110T120000	-23.68	89.55	3.08	276.25	0
20130110T130000	-24.34	88.9	3.21	285.6	0
20130110T140000	-24.8	88.2	4.2	279.5	0
20130110T150000	-25.55	87.35	4.78	286.95	0
20130110T160000	-26.71	86.1	2.88	282.3	0
20130110T170000	-26.95	85.95	2.62	278.35	0.17
20130110T180000	-27.33	85.5	2.49	278.15	0
20130110T190000	-27.84	84.85	2.52	262.4	0
20130110T200000	-27.16	85.6	2.4	276	0
20130110T210000	-27	85.8	2.77	271.9	0
20130110T220000	-27.32	85.4	2.62	274.6	0
20130110T230000	-27.35	85.3	2.74	271.95	0
20130111T000000	-27.33	85.3	2	270.55	0
20130111T010000	-27.21	85.5	1.81	259	0
20130111T020000	-27.1	85.55	1.8	265.6	0
20130111T030000	-28.05	84.5	1.99	277.3	0
20130111T040000	-27.99	84.45	1.81	278.55	0
20130111T050000	-28.42	83.95	1.8	249.85	0
20130111T060000	-28.61	83.85	1.91	266.45	0
20130111T070000	-29.26	83.1	1.68	258.3	0
20130111T080000	-30.14	82.1	1.9	256.15	0.16
20130111T090000	-30.77	81.4	1.98	258.9	0
20130111T100000	-30.95	81.2	1.68	273.25	0
20130111T110000	-31.3	80.75	1.88	279.15	0
20130111T120000	-31.1	81.1	1.4	263.65	0
20130111T130000	-30.88	81.15	1.52	276.9	0
20130111T140000	-31.53	80.4	1.71	272.3	0
20130111T150000	-31.34	80.65	1.46	266.7	0
20130111T160000	-31.46	80.55	1.66	261.9	0
20130111T170000	-31.28	80.75	1.29	265.75	0
20130111T180000	-31.8	80	1.4	268.1	0
20130111T190000	-33.02	78.55	1.4	269	0
20130111T200000	-33.05	78.55	1.19	272.25	0
20130111T210000	-32.85	78.7	0.79	278.05	0
20130111T220000	-34.08	77.25	1.66	264.25	0
20130111T230000	-33.23	78.1	0.82	271.25	0
20130112T000000	-33.94	77.25	0.74	251.6	0
20130112T010000	-32.31	79.25	0.93	253.05	0
20130112T020000	-31.88	80	0.3	253.9	0
20130112T030000	-32.31	79.4	0.29	151.4	0
20130112T040000	-32.66	78.9	0	0	0
20130112T050000	-32.4	79.1	0.3	14.19	0
20130112T060000	-33.36	77.85	0.32	57.32	0
20130112T070000	-32.56	78.65	0.42	263.7	0
20130112T080000	-31.45	79.95	0.51	246.05	0
20130112T090000	-29.73	81.85	1.12	80.58	0
20130112T100000	-30.95	80.75	0.6	50.08	0
20130112T110000	-31.52	80.15	0.76	147.05	0
20130112T120000	-32.22	79.25	1.37	279.75	0
20130112T130000	-31.08	80.5	0.06	353.05	0
20130112T140000	-30.52	81.15	1.11	278.4	0
20130112T150000	-29.45	82.4	0.66	279.95	0
20130112T160000	-29.79	82.4	0.63	188.75	0
20130112T170000	-31.7	80.05	1.06	275.15	0
20130112T180000	-31.7	80.2	0.43	314.55	0
20130112T190000	-32.62	79.05	0.58	326.65	0
20130112T200000	-33.33	78	1.04	303.55	0
20130112T210000	-32.35	79.3	0.4	338.4	0
20130112T220000	-32.89	78.5	0.07	16.68	0
20130112T230000	-33.67	77.8	0.2	161.31	0
20130113T000000	-34.51	76.6	0.31	290.55	0
20130113T010000	-34.27	76.85	0.36	160.61	0
20130113T020000	-34.5	76.7	0.14	24.67	0
20130113T030000	-34.88	76	0.1	315.75	0
20130113T040000	-34.56	76.4	0.18	17.68	0
20130113T050000	-34.49	76.6	0.39	60.32	0
20130113T060000	-34.64	76.15	0.29	68.61	0
20130113T070000	-33.95	76.95	0.07	76.22	0
20130113T080000	-33.35	77.7	0.5	91.15	0
20130113T090000	-32.77	78.1	0.58	92.1	0
20130113T100000	-30.84	80.35	0.7	91	0
20130113T110000	-29.01	82.6	1.15	88.4	0
20130113T120000	-26.74	85.3	1.1	98.55	0
20130113T130000	-23.86	88.85	1.78	128.65	0
20130113T140000	-22.67	90.25	1.83	142.2	0
20130113T150000	-21.95	91	2.22	128.6	0
20130113T160000	-21.38	91.65	4.08	134.85	0
20130113T170000	-21.16	92.05	4.79	132.95	0
20130113T180000	-20.75	92.35	5.17	122.15	0
20130113T190000	-20.54	92.55	4.69	113	0
20130113T200000	-20.31	92.8	4.56	115.35	0.26
20130113T210000	-20.32	92.8	5.08	112.55	0
20130113T220000	-20.84	92.35	4	106.75	0
20130113T230000	-20.87	92.3	3.84	114.4	0
20130114T000000	-20.84	92.3	3.23	107.05	0
20130114T010000	-21.14	92	3.47	86.95	0
20130114T020000	-21.55	91.5	3.17	89.1	0
20130114T030000	-21.57	91.55	3.21	63.16	0
20130114T040000	-21.82	91.25	1.86	81.2	0
20130114T050000	-21.83	91.4	1.69	63.79	0
20130114T060000	-22.18	90.9	2.3	41.56	0
20130114T070000	-22.25	90.75	2.12	63.3	0
20130114T080000	-22.26	90.75	2.59	62.65	0
20130114T090000	-23.07	89.95	3.1	61.32	0
20130114T100000	-23.66	89.3	4.32	67.97	0
20130114T110000	-23.57	89.4	3.78	91.05	0
20130114T120000	-23.59	89.5	3.76	87	0
20130114T130000	-25.74	87.3	2.67	56.61	0
20130114T140000	-28.77	83.85	2.13	73.95	0
20130114T150000	-28.52	83.8	2.69	68.64	0
20130114T160000	-27.86	84.55	2.85	52.84	0
20130114T170000	-26.91	85.6	3.47	66.65	0
20130114T180000	-26.02	86.55	4.94	76.3	0
20130114T190000	-25.21	87.45	4.5	83.95	0
20130114T200000	-24.41	88.25	4.28	88.45	0
20130114T210000	-22.77	90.15	5.44	89.05	0
20130114T220000	-22.96	89.95	5.6	83.95	0
20130114T230000	-22.66	90.35	5.53	78.95	0
20130115T000000	-22.78	90.2	4.97	80.3	0.54
20130115T010000	-22.86	90.1	6.07	93.15	0
20130115T020000	-22.66	90.35	5.57	94.95	0
20130115T030000	-22.5	90.5	5.04	104.9	0
20130115T040000	-22.37	90.6	4.71	104.45	0.27
20130115T050000	-22.27	90.7	4.45	107.4	0
20130115T060000	-22.05	91.05	3.97	110.6	0
20130115T070000	-21.95	91.1	4	103.15	0
20130115T080000	-21.91	91.15	3.83	106	0
20130115T090000	-22.07	90.95	3.63	106.4	0
20130115T100000	-22.02	91.1	3.61	103.95	0.35
20130115T110000	-22.24	90.8	3.65	101.75	0
20130115T120000	-22.41	90.6	2.15	99.5	0
20130115T130000	-22.16	90.9	2.95	107.1	0
20130115T140000	-22.12	90.85	2.63	118.45	0.21
20130115T150000	-22.09	90.95	2.18	97.9	0.37
20130115T160000	-22.12	90.9	2.32	102.7	0.33
20130115T170000	-22.11	90.95	1.67	110.45	0
20130115T180000	-22.06	90.9	1.44	71.63	0.25
20130115T190000	-22.07	91.05	1.23	49.89	0.15
20130115T200000	-22.49	90.65	1.08	35.78	0.11
20130115T210000	-22.73	90.35	0.89	172.98	0
20130115T220000	-23.07	90.05	1.03	291.15	0.14
20130115T230000	-23.46	89.6	1.22	280.6	0
20130116T000000	-23.71	89.25	1.35	335.25	0
20130116T010000	-24.3	88.8	1.12	307.55	0
20130116T020000	-25.18	87.75	1.53	294.2	0
20130116T030000	-25.33	87.55	1.52	283.6	0
20130116T040000	-25.13	87.75	1.41	339.75	0
20130116T050000	-25.45	87.3	1.16	264.4	0
20130116T060000	-25.8	87.05	1.58	308.3	0
20130116T070000	-27.18	85.45	1.59	303.25	0
20130116T080000	-27.56	85.1	0.49	309.55	0
20130116T090000	-28.67	84.05	0.91	280	0
20130116T100000	-30.09	82.25	1.12	288.05	0.15
20130116T110000	-30.22	82.3	0.93	318.95	0
20130116T120000	-31.01	81.1	0.63	302.1	0
20130116T130000	-30.82	81	0.57	310	0
20130116T140000	-30.6	81.3	1.1	283.2	0
20130116T150000	-30.41	81.55	1.08	294.35	0
20130116T160000	-30.62	81.5	0.77	304.65	0
20130116T170000	-31.25	80.75	0.42	315.35	0
20130116T180000	-31.32	80.45	0.71	302.45	0
20130116T190000	-31.18	80.7	0.96	290.65	0
20130116T200000	-31.54	80.3	0.8	313.25	0
20130116T210000	-31.56	80.25	1.37	294.3	0
20130116T220000	-31.45	80.2	1.39	280.3	0
20130116T230000	-30.7	81.15	1.97	293.65	0
20130117T000000	-31.77	79.9	2.94	320.75	0
20130117T010000	-32.46	79.15	3.04	333.55	0
20130117T020000	-33.66	77.9	2.08	301.7	0
20130117T030000	-34.44	76.55	0.95	315	0
20130117T040000	-33.28	77.95	1.44	266.25	0
20130117T050000	-33.86	77.55	2.08	299.45	0
20130117T060000	-31.81	79.95	2.83	327.65	0
20130117T070000	-30.12	81.85	2.8	320.95	0
20130117T080000	-30.32	81.55	2.83	302.7	0
20130117T090000	-31.57	80.2	2.02	279.65	0
20130117T100000	-31.81	79.95	2.19	293.55	0
20130117T110000	-32.09	79.55	2.47	290.3	0
20130117T120000	-31.73	79.9	2.28	282.7	0
20130117T130000	-30.73	81.15	3.02	298.4	0
20130117T140000	-30	81.8	3.69	312.05	0
20130117T150000	-29.34	82.65	3.79	310.7	0
20130117T160000	-29.98	81.7	3.82	308.25	0
20130117T170000	-31.09	80.6	2.98	301.35	0
20130117T180000	-30.7	81.05	3.56	292	0
20130117T190000	-31.31	80.35	4.17	291.25	0
20130117T200000	-31.02	80.7	4.71	287.55	0
20130117T210000	-30.55	81.25	4.46	276.05	0
20130117T220000	-29.51	82.5	5.06	274.85	0
20130117T230000	-28.14	83.95	6.38	275.6	0
20130118T000000	-27.5	84.65	7.06	274.85	0
20130118T010000	-27.23	85.1	6.91	276.3	0
20130118T020000	-27.05	85.35	7.26	279.75	0
20130118T030000	-25.42	87.2	7.88	296.6	0
20130118T040000	-24.95	87.55	8.49	309.3	0
20130118T050000	-25.27	87.25	9.09	304.85	0
20130118T060000	-25.38	87.15	9.62	306	0
20130118T070000	-25.52	87	10.18	305	0
20130118T080000	-25.59	86.95	11.02	306.45	0
20130118T090000	-25.56	86.95	10.71	304.9	0
20130118T100000	-25.51	87.05	10.16	302.6	0
20130118T110000	-25.25	87.4	9.86	307.75	0
20130118T120000	-25.16	87.4	9.08	313.05	0
20130118T130000	-25.55	86.95	8.3	312.95	0
20130118T140000	-26.06	86.4	7.26	307.8	0
20130118T150000	-26.58	85.9	7.24	307.25	0
20130118T160000	-27.02	85.4	6.62	305.1	0
20130118T170000	-27.73	84.6	6.58	308.25	0
20130118T180000	-27.61	84.75	7.16	311.35	0
20130118T190000	-27.86	84.45	6.81	308.25	0
20130118T200000	-27.88	84.45	6.29	300.55	0
20130118T210000	-28.58	83.6	5.09	289.8	0
20130118T220000	-28.14	84.05	5.03	289.5	0
20130118T230000	-26.2	86.3	5.65	305.4	0
20130119T000000	-25.79	86.7	5.77	312.15	0
20130119T010000	-24.34	88.35	7.29	319.9	0
20130119T020000	-23.63	89.05	9.71	324.65	0
20130119T030000	-23.88	88.7	11.9	319.6	0
20130119T040000	-24.41	88.2	10.29	321.4	0
20130119T050000	-24.75	87.8	10	326.5	0
20130119T060000	-25.4	87.1	9.52	315.1	0
20130119T070000	-25.8	86.7	9.11	306.5	0
20130119T080000	-25.95	86.5	8.8	312.45	0
20130119T090000	-26.59	85.85	7.37	297.75	0
20130119T100000	-27.1	85.35	7.74	293.1	0
20130119T110000	-26.96	85.5	7.82	296.15	0
20130119T120000	-27.09	85.3	6.61	294	0
20130119T130000	-27.21	85.15	7.45	280.85	0
20130119T140000	-27.71	84.45	7.29	278.8	0
20130119T150000	-27.57	84.65	6.05	268.9	0
20130119T160000	-27.76	84.5	5.82	277.55	0
20130119T170000	-27.75	84.6	3.25	259.7	0
20130119T180000	-28.66	83.5	4.59	262.65	0
20130119T190000	-28.99	83.15	5.44	260.45	0
20130119T200000	-28.24	84	6.58	261.95	0
20130119T210000	-27.35	85.05	5.95	260.3	0
20130119T220000	-27.27	85.1	5.95	256.75	0
20130119T230000	-27.68	84.6	6.29	256	0
20130120T000000	-27.79	84.45	5.83	260.65	0
20130120T010000	-27.79	84.45	5.32	256.55	0
20130120T020000	-27.69	84.55	4.89	255.25	0
20130120T030000	-27.88	84.45	4.69	249.95	0
20130120T040000	-28.03	84.2	4.08	256.45	0
20130120T050000	-28.48	83.8	3.72	259.15	0
20130120T060000	-28.84	83.4	3.25	256.7	0
20130120T070000	-28.95	83.25	3.51	256.05	0
20130120T080000	-28.96	83.25	3.54	239.65	0
20130120T090000	-29.11	83.25	3.08	245.4	0
20130120T100000	-29.27	82.95	3.41	253.9	0
20130120T110000	-29.45	82.65	3.23	256.05	0
20130120T120000	-29.12	83	0.81	170.38	0
20130120T130000	-29.79	82.05	0.2	57.98	0
